id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1594720432518991873,1594661907675357191,2022-11-21 16:52:34 CET,2022-11-21,16:52:34,+0100,985497666816704512,blancaafzbts7,블랑카💜✨,,@Spain_Kpop_ Fatal estoy y en shock...,es,[],[],[],0,0,0,[],[],https://twitter.com/blancaafzbts7/status/1594720432518991873,False,,0,,,,,,,,"[{'screen_name': 'Spain_Kpop_', 'name': 'Kpop Spain', 'id': '3220899052'}]",,,,
1594720412096761857,1594720412096761857,2022-11-21 16:52:29 CET,2022-11-21,16:52:29,+0100,97252074,teamyoufirst,You First,,"""Maldini Mundial"" tops Spotify podcast list in Spain 🥇  The podcast, hosted by our client @MundoMaldini and produced by You First client Ekos Media, focuses on stories about the football World Cup. Two episodes are released every Friday throughout the 2022 World Cup.  https://t.co/kvgJWo7yXo",en,"[{'screen_name': 'mundomaldini', 'name': 'julio maldonado', 'id': '72811133'}]",[],['https://pbs.twimg.com/media/FiGVwukXgAA3OBV.jpg'],1,0,0,[],[],https://twitter.com/TeamYouFirst/status/1594720412096761857,False,,1,https://pbs.twimg.com/media/FiGVwukXgAA3OBV.jpg,,,,,,,[],,,,
1594720411430051842,1594720411430051842,2022-11-21 16:52:29 CET,2022-11-21,16:52:29,+0100,1366023647404519425,ftblhuy,🇦🇷,,Ronaldo’s hattrick vs spain is better than anything kane has done in his life,en,[],[],[],0,0,0,[],[],https://twitter.com/ftblhuy/status/1594720411430051842,False,https://twitter.com/oilysailor/status/1594703883074670593,0,,,,,,,,[],,,,
1594720411014811649,1594635627886424064,2022-11-21 16:52:29 CET,2022-11-21,16:52:29,+0100,1487340242139246594,rudrakshvats6,Rudraksh Vats,,@RVCJ_FB South Africa Croatia Poland Spain,en,[],[],[],0,0,0,[],[],https://twitter.com/RudrakshVats6/status/1594720411014811649,False,,0,,,,,,,,"[{'screen_name': 'RVCJ_FB', 'name': 'RVCJ Media', 'id': '2835317718'}]",,,,
1594720408804130817,1594669745030434817,2022-11-21 16:52:28 CET,2022-11-21,16:52:28,+0100,114306552,pvvgoku4,Goku 💾,,"@TurnedMeat @CruzadaXFHalo @Xbox_Spain @GeneracionXbox Yo tengo uno que me regalaron hace años, cuando salió el 3.  https://t.co/20Y39PrfYa",es,[],[],['https://pbs.twimg.com/media/FiGVwpTXwAEl6et.jpg'],0,0,0,[],[],https://twitter.com/PvvGoku4/status/1594720408804130817,False,,1,https://pbs.twimg.com/media/FiGVwpTXwAEl6et.jpg,,,,,,,"[{'screen_name': 'TurnedMeat', 'name': 'TurnedMeat', 'id': '3981641481'}, {'screen_name': 'CruzadaXFHalo', 'name': 'Cruzada Halo', 'id': '946488407672414208'}, {'screen_name': 'Xbox_Spain', 'name': 'Xbox España', 'id': '8948592'}, {'screen_name': 'GeneracionXbox', 'name': 'Generación Xbox', 'id': '1460169660'}]",,,,
1594720404098228224,1593982903767138306,2022-11-21 16:52:27 CET,2022-11-21,16:52:27,+0100,702202940895928320,lucky_ugoala,Lucky ugoala,,"@freecashcom Spain and Italy,Camerreon",en,[],[],[],0,0,0,[],[],https://twitter.com/lucky_ugoala/status/1594720404098228224,False,,0,,,,,,,,"[{'screen_name': 'freecashcom', 'name': 'Freecash.com', 'id': '1243318401369608192'}]",,,,
1594720381218299905,1594720381218299905,2022-11-21 16:52:22 CET,2022-11-21,16:52:22,+0100,1355615004356190208,diabloseu,Diablos EU,,GAMEDAY - #FIFA23ClubesPro  👿 @DiablosEU_FIFA  🏆 @PLGeFootBall  🆚 @FlowUPeSports 🕒 22:40  🏆 @VPG_Spain 🆚 @Lynx4K_ESPORTS 🕒 23:00 y 23:20  #GoDiablos 🧡🤍  https://t.co/BScHhmdeBC,en,"[{'screen_name': 'diabloseu_fifa', 'name': 'diablos fifa 🎮⚽️', 'id': '1897167674'}, {'screen_name': 'plgefootball', 'name': 'plg efootball', 'id': '1150119805929873409'}, {'screen_name': 'flowupesports', 'name': 'flowup esports', 'id': '1541556140772921345'}, {'screen_name': 'vpg_spain', 'name': 'virtual pro gaming españa', 'id': '3588097275'}, {'screen_name': 'lynx4k_esports', 'name': 'lynx4k 🦊', 'id': '1144747922149584896'}]",[],['https://pbs.twimg.com/media/FiGVu19WIAAzNob.jpg'],0,1,1,"['fifa23clubespro', 'godiablos']",[],https://twitter.com/DiablosEU/status/1594720381218299905,False,,1,https://pbs.twimg.com/media/FiGVu19WIAAzNob.jpg,,,,,,,[],,,,
1594720380819714048,1594635627886424064,2022-11-21 16:52:21 CET,2022-11-21,16:52:21,+0100,36049074,ankush65,Ankush अंकुश Jain,,@RVCJ_FB South Africa 🇿🇦  Croatia 🇭🇷  Indonesia 🇮🇩  Spain 🇪🇸   But why Indonesia. It’s an odd one out,en,[],[],[],0,0,0,[],[],https://twitter.com/ankush65/status/1594720380819714048,False,,0,,,,,,,,"[{'screen_name': 'RVCJ_FB', 'name': 'RVCJ Media', 'id': '2835317718'}]",,,,
1594720354559176705,1594709984570671105,2022-11-21 16:52:15 CET,2022-11-21,16:52:15,+0100,962553416663760899,i_zaidbhat,zei 🇪🇸,,@wforweirdo @lightttyagamiii Spain mai he but  26 ke squad mai nai leyai aus ko kuch scene Hai coach ko shayd aus kai Saat ke kya Allah jaanai,in,[],[],[],1,0,0,[],[],https://twitter.com/i_zaidbhat/status/1594720354559176705,False,,0,,,,,,,,"[{'screen_name': 'wforweirdo', 'name': 'BASIT', 'id': '878255572403015680'}, {'screen_name': 'lightttyagamiii', 'name': 'Kira†', 'id': '1446169166583504902'}]",,,,
1594720353913282563,1594703362599317504,2022-11-21 16:52:15 CET,2022-11-21,16:52:15,+0100,458012346,_jspain,jessie 💫,,@zaonen my cat pissed on my laundry one time cause his litter box was dirty. he caught ME slipping,en,[],[],[],0,0,0,[],[],https://twitter.com/_JSpain/status/1594720353913282563,False,,0,,,,,,,,"[{'screen_name': 'zaonen', 'name': 'zoe ann', 'id': '2667806366'}]",,,,
1594720343754944512,1594720338109161474,2022-11-21 16:52:13 CET,2022-11-21,16:52:13,+0100,1587426227157098496,jobbyjobsp,JobbyJobSP,,"📌25 November 2022 ⏰From 13:00 Spain 👉 In shopee, on oficial account of La Roche-Posay Follow @LaRochePosayTH  , we will be waiting for you at the event #UVMUNExJobBasPong ""  Job: "" Bas likes orange""   #NooJobby  #หนูจ๊อบบี้ @JobbyNoo  https://t.co/ceU9kaHYQF",en,"[{'screen_name': 'larocheposayth', 'name': 'la roche-posay th', 'id': '1103508023819948032'}, {'screen_name': 'jobbynoo', 'name': 'noojobby', 'id': '1390568686075879426'}]",[],"['https://pbs.twimg.com/media/FiGVnC8XgAUJTH2.jpg', 'https://pbs.twimg.com/media/FiGVnCyWQAIK1Zw.jpg']",0,0,0,"['uvmunexjobbaspong', 'noojobby', 'หนูจ๊อบบี้']",[],https://twitter.com/jobbyjobsp/status/1594720343754944512,False,,1,https://pbs.twimg.com/media/FiGVnC8XgAUJTH2.jpg,,,,,,,[],,,,
1594720327556284417,1594720327556284417,2022-11-21 16:52:09 CET,2022-11-21,16:52:09,+0100,735718981504372737,otalecu,es leku papi,,Missing 11 293 11/11 16 2:28 Spain 🆚 NETHERLANDS World Cup 2014 13/6/2014  🟩🟩🟩1️⃣🟩🟩🟩 🟩2️⃣🟩2️⃣🟩1️⃣🟩 1️⃣🟩🟩🟩🟩🟩1️⃣ 🟩1️⃣🟩3️⃣🟩2️⃣🟩 🟩🟩🟩🟩🟩🟩🟩 🟩🟩1️⃣🟩1️⃣🟩🟩  #PlayFootballGames   https://t.co/EAo8ATkuYY  Vaya partido me ponen los perros,en,[],['https://missing11.com?game=293'],[],0,0,0,['playfootballgames'],[],https://twitter.com/otalecu/status/1594720327556284417,False,,0,,,,,,,,[],,,,
1594720322384797696,1594678485905285120,2022-11-21 16:52:07 CET,2022-11-21,16:52:07,+0100,218434607,schofey27,Paul Schofield,,"@anitagt woohoo! I always like Spain and Brazil too, so we're on the same team!! ⚽️",en,[],[],[],1,0,1,[],[],https://twitter.com/schofey27/status/1594720322384797696,False,,0,,,,,,,,"[{'screen_name': 'anitagt', 'name': 'Ana Aguilar', 'id': '19360566'}]",,,,
1594720321139273733,1594720321139273733,2022-11-21 16:52:07 CET,2022-11-21,16:52:07,+0100,620565060,spainnewsdaily,Spain Newsdaily,,Weather alerts for most of Spain’s regions as Storm Denise arrives from the Atlantic - The Olive Press  https://t.co/JLPnRHnjpk,en,[],['http://dlvr.it/Sd7Wj9'],[],0,0,0,[],[],https://twitter.com/SpainNewsdaily/status/1594720321139273733,False,,0,,,,,,,,[],,,,
1594720309680242688,1594688196717285377,2022-11-21 16:52:04 CET,2022-11-21,16:52:04,+0100,1398309370912555017,oufleyvio,OuFleyvio,,"@oscarrgranadoss @KSI chill out its a long way from rome to home, i think it might stop on the way maybe germany spain or france",en,[],[],[],0,0,0,[],[],https://twitter.com/OuFleyvio/status/1594720309680242688,False,,0,,,,,,,,"[{'screen_name': 'oscarrgranadoss', 'name': 'Oscar', 'id': '888828976285798400'}, {'screen_name': 'KSI', 'name': 'ksi', 'id': '266135518'}]",,,,
1594720274502410240,1594720274502410240,2022-11-21 16:51:56 CET,2022-11-21,16:51:56,+0100,3380411747,metroreportint,Metro Report International,,"The first five external partners have signed up to participate in the Dōcō Mobility-as-a-Service platform being developed by Spain's national train operator RENFE Operadora to support multimodal journey planning, booking and payment.  https://t.co/NbIRcm7MNo",en,[],['http://bit.ly/3TR4EPL'],[],0,0,0,[],[],https://twitter.com/MetroReportInt/status/1594720274502410240,False,,0,,,,,,,,[],,,,
1594720257297584128,1594720255317839875,2022-11-21 16:51:52 CET,2022-11-21,16:51:52,+0100,1331351111421276165,xekricorp,Jheto Xekri,,Continue trusting on your CORRUPT &amp; CRIMINAL leaders and enjoy FINANCIAL war. 🥱  #unitedkingdom #unitedstates #europe #spain #france #germany #italy #swizerland #norway #netherlands #canada #australia #germany,en,[],[],[],1,0,0,"['unitedkingdom', 'unitedstates', 'europe', 'spain', 'france', 'germany', 'italy', 'swizerland', 'norway', 'netherlands', 'canada', 'australia', 'germany']",[],https://twitter.com/XekriCorp/status/1594720257297584128,False,,0,,,,,,,,[],,,,
1594720229556649984,1594700417044475904,2022-11-21 16:51:45 CET,2022-11-21,16:51:45,+0100,2825710292,muszzmustapha,Pak Mus™🇲🇾,,@mhdfazly @dzarulzaidie haha . kamu dgn spain boleh bungkus awai .,in,[],[],[],0,0,0,[],[],https://twitter.com/muszzmustapha/status/1594720229556649984,False,,0,,,,,,,,"[{'screen_name': 'mhdfazly', 'name': 'فلي', 'id': '439876928'}, {'screen_name': 'dzarulzaidie', 'name': 'DZ', 'id': '869508336'}]",,,,
1594720229535490049,1594720229535490049,2022-11-21 16:51:45 CET,2022-11-21,16:51:45,+0100,1188839927552851968,ciayboiprati,p,,Need a cheeky Spain 2nd place finish in the group so they make the final from the non-Argentina/Brazil side of the bracket 🤔,en,[],[],[],1,0,0,[],[],https://twitter.com/cIayboiprati/status/1594720229535490049,False,,0,,,,,,,,[],,,,
1594720224833863681,1594710001221763073,2022-11-21 16:51:44 CET,2022-11-21,16:51:44,+0100,1530276042644013056,chrisma76709292,Chris Mansell,,@RMACaptain @Football__Tweet If we win every game it will. Let's see how Spain do. Do you think they've ill  Score 6,en,[],[],[],1,0,0,[],[],https://twitter.com/ChrisMa76709292/status/1594720224833863681,False,,0,,,,,,,,"[{'screen_name': 'RMACaptain', 'name': 'Rey Honesty 👑', 'id': '1454512814970789889'}, {'screen_name': 'Football__Tweet', 'name': 'Football Tweet ⚽\uea00', 'id': '462312323'}]",,,,
1594720213878063104,1594707370734649344,2022-11-21 16:51:42 CET,2022-11-21,16:51:42,+0100,1243841416138293250,kraby_pattiee,.,,@stfuarslan Hehe nah man... I'm supporting Spain,en,[],[],[],1,0,1,[],[],https://twitter.com/Kraby_pattiee/status/1594720213878063104,False,,0,,,,,,,,"[{'screen_name': 'stfuarslan', 'name': ""Arslan (Taylor's version)"", 'id': '1531323359014920194'}]",,,,
1594720205493649409,1594492603873230850,2022-11-21 16:51:40 CET,2022-11-21,16:51:40,+0100,1258864078568783872,themajo08351539,TheMajor,,"@Tinkerbell0428 The story behind this pic, is that the Spanish police seized all of these weapons in a raid on some wannabe arms dealers. They had bought de-milled arms from the government at scrap prices, then tried to convert them back to working order before shipping them out of Spain.",en,[],[],[],1,0,0,[],[],https://twitter.com/TheMajo08351539/status/1594720205493649409,False,,0,,,,,,,,"[{'screen_name': 'Tinkerbell0428', 'name': 'Tinkerbell⚔️', 'id': '1405195707280203777'}]",,,,
1594720199613325313,1594720199613325313,2022-11-21 16:51:38 CET,2022-11-21,16:51:38,+0100,356777135,latvian_mfa,Latvian MFA 🇱🇻 | #StandWithUkraine 🇺🇦,,"Parliamentary Secretary @GundaReire received an introductory visit from the Ambassador of #Spain. The officials discussed the excellent 🇱🇻🤝🇪🇸 cooperation, #RailBaltica project and its importance for the region, and Spain’s vital role in ensuring security in the #Baltic region.  https://t.co/Sa5IuM0DxG",en,"[{'screen_name': 'gundareire', 'name': 'gunda reire', 'id': '139773924'}]",[],"['https://pbs.twimg.com/media/FiGVkHIXgAIJXQi.jpg', 'https://pbs.twimg.com/media/FiGVkHQWIAAMXtz.jpg', 'https://pbs.twimg.com/media/FiGVkHJX0AADJ40.jpg', 'https://pbs.twimg.com/media/FiGVkHIWAAEnb9Z.jpg']",0,0,0,"['spain', 'railbaltica', 'baltic']",[],https://twitter.com/Latvian_MFA/status/1594720199613325313,False,,1,https://pbs.twimg.com/media/FiGVkHIXgAIJXQi.jpg,,,,,,,[],,,,
1594720188460589058,1594720188460589058,2022-11-21 16:51:36 CET,2022-11-21,16:51:36,+0100,1385606586790551554,itsmeririmo,Ram Mo 💫,,Gangs of Spain.  https://t.co/618NT2eSAE,en,[],[],['https://pbs.twimg.com/media/FiGVjCCXkAASJ-H.jpg'],0,0,0,[],[],https://twitter.com/itsmeRiriMo/status/1594720188460589058,False,,1,https://pbs.twimg.com/media/FiGVjCCXkAASJ-H.jpg,,,,,,,[],,,,
1594720166323146752,1594718355772112897,2022-11-21 16:51:30 CET,2022-11-21,16:51:30,+0100,155590854,buffetkh0r,BuffetKhor,,@RizWanKenobi_ That fucking final in 2010 bc broke my fucking heart. Made me despise Iniesta and Spain in general.,en,[],[],[],0,0,0,[],[],https://twitter.com/BuffetKh0r/status/1594720166323146752,False,,0,,,,,,,,"[{'screen_name': 'RizWanKenobi_', 'name': 'RL', 'id': '41190561'}]",,,,
1594720125399494657,1594671641971367936,2022-11-21 16:51:21 CET,2022-11-21,16:51:21,+0100,1191248722815926272,nevertheles56,Gimbly,,@Chris_Johto @davidbrlp @UkashaKhalid15 @nocontextfooty Yes killing but not larger than west And who knows better than people from spain,en,[],[],[],0,0,0,[],[],https://twitter.com/Nevertheles56/status/1594720125399494657,False,,0,,,,,,,,"[{'screen_name': 'Chris_Johto', 'name': 'El Kurapika 🇪🇦', 'id': '1342029728'}, {'screen_name': 'davidbrlp', 'name': 'David', 'id': '1456725448554123265'}, {'screen_name': 'UkashaKhalid15', 'name': 'Ukasha', 'id': '1392528729277181955'}, {'screen_name': 'nocontextfooty', 'name': 'Out Of Context Football', 'id': '1111976778065723393'}]",,,,
1594720098421420032,1594720098421420032,2022-11-21 16:51:14 CET,2022-11-21,16:51:14,+0100,1445306741185396746,linlin94luv,𝐿𝒾𝓃🌳🍀,,tak saba nak tengok England lawan Argentina ke brazil ke spain ke portugal. Mesti hanyuttt,in,[],[],[],0,0,0,[],[],https://twitter.com/LinLin94luv/status/1594720098421420032,False,,0,,,,,,,,[],,,,
1594720091580813318,1594353044686249995,2022-11-21 16:51:12 CET,2022-11-21,16:51:12,+0100,1064863268731260929,dara18spain,🆘CANARIAS🆘,,"@noepmp Sin ninguna duda. Todos creíamos que era imposible una destrucción del bienestar de la ciudadanía tan rápido, pero ha sido posible. Y por supuesto, a la par un aumento de vuestra riqueza.  Gracias podemos. Se pudo.  Pd; “lo mejor” está por llegar.  https://t.co/fNzJ9Wlg7Q",es,[],[],['https://pbs.twimg.com/media/FiGVeD3XwAEjKBi.jpg'],0,0,0,[],[],https://twitter.com/Dara18Spain/status/1594720091580813318,False,,1,https://pbs.twimg.com/media/FiGVeD3XwAEjKBi.jpg,,,,,,,"[{'screen_name': 'noepmp', 'name': 'Noemí Santana Perera', 'id': '248179184'}]",,,,
1594720087356866560,1594678485905285120,2022-11-21 16:51:11 CET,2022-11-21,16:51:11,+0100,19360566,anitagt,Ana Aguilar,,"@schofey27 I'm rooting for Spain and Brazil!!   But England has always had a special place in my heart, so... I'm always happy to see them win! 🤩",en,[],[],[],1,0,1,[],[],https://twitter.com/anitagt/status/1594720087356866560,False,,0,,,,,,,,"[{'screen_name': 'schofey27', 'name': 'Paul Schofield', 'id': '218434607'}]",,,,
1594720073817677824,1594718505580077056,2022-11-21 16:51:08 CET,2022-11-21,16:51:08,+0100,1541666668325347328,spaintravelb,Spain Travel Bloggers,,@DondeVamosEva @europeoviajero @ElGuisanteVerde @vivelavidaroca @OM_VIAJES @krisporelmundo @minube @SardiniaTurismo @GrimaldiLines @SUGOLOGONE Ohhh qué pintaza el Porcheddu  https://t.co/7aGjYoPtUL,es,[],[],['https://pbs.twimg.com/tweet_video_thumb/FiGVcjwXkAYOZJQ.jpg'],0,0,1,[],[],https://twitter.com/SpainTravelB/status/1594720073817677824,False,,1,https://pbs.twimg.com/tweet_video_thumb/FiGVcjwXkAYOZJQ.jpg,,,,,,,"[{'screen_name': 'DondeVamosEva', 'name': 'Dónde Vamos Eva?', 'id': '100014157'}, {'screen_name': 'europeoviajero', 'name': 'EuropeosViajeros', 'id': '1249727546'}, {'screen_name': 'ElGuisanteVerde', 'name': 'El Guisante Verde Project', 'id': '142389866'}, {'screen_name': 'vivelavidaroca', 'name': 'Vive La Vida Roca', 'id': '1468958629126565894'}, {'screen_name': 'OM_VIAJES', 'name': 'OM VIAJES Y RELATOS', 'id': '838844531802058752'}, {'screen_name': 'krisporelmundo', 'name': 'krisporelmundo', 'id': '2366971818'}, {'screen_name': 'minube', 'name': 'minube', 'id': '7845842'}, {'screen_name': 'SardiniaTurismo', 'name': 'Sardinia Turismo', 'id': '418532476'}, {'screen_name': 'GrimaldiLines', 'name': 'Grimaldi Lines', 'id': '476271575'}, {'screen_name': 'SUGOLOGONE', 'name': 'Hotel Su Gologone', 'id': '568254416'}]",,,,
1594720061679632384,1594720061679632384,2022-11-21 16:51:05 CET,2022-11-21,16:51:05,+0100,1540846619331284993,edwoodwardgoden,Manchester United male god of victory,,Van Gaar was really cool when he beat the previous champion Spain in the World Cup 8 years ago.  I thought I could be held by him.,en,[],[],[],0,0,0,[],[],https://twitter.com/EdWoodwardGodEN/status/1594720061679632384,False,https://twitter.com/edwoodwardgoden/status/1594719420370554880,0,,,,,,,,[],,,,
1594720058424832003,1594530234308517888,2022-11-21 16:51:05 CET,2022-11-21,16:51:05,+0100,1157713285,abhilashapurwar,Abhilasha Purwar,,"@vineetagwlangel I think Indians should intensely invest in real estate markets in Greece, Italy, Spain &amp; Portugal.   The countries are empty through and through.   Not looking on global much more affordable real estate is one big flaw with Indian HNIs.",en,[],[],[],1,0,1,[],[],https://twitter.com/AbhilashaPurwar/status/1594720058424832003,False,,0,,,,,,,,"[{'screen_name': 'vineetagwlangel', 'name': 'Vineet Agarwal', 'id': '1584086619224944643'}]",,,,
1594720049574862848,1594720049574862848,2022-11-21 16:51:02 CET,2022-11-21,16:51:02,+0100,1505457697222959104,makkarjoy,Gagan Makkar,,"@OrangeIC needs urgent help..SOS, need a PUK code for a sim card bought in Spain. I have tried reaching out to your customer care number but no avail. This is urgent #orangeinternationalcarriers",en,[],[],[],0,0,0,['orangeinternationalcarriers'],[],https://twitter.com/MakkarJoy/status/1594720049574862848,False,,0,,,,,,,,[],,,,
1594720035628797952,1594539153282445312,2022-11-21 16:50:59 CET,2022-11-21,16:50:59,+0100,1508420653015261186,stepnspain,DIEGO|STEPN stepnspain.sol,,@yawn_rong Are you guys planning to perks or incentives for VIP subscribers? Isnt worth :(,en,[],[],[],0,0,0,[],[],https://twitter.com/StepnSPAIN/status/1594720035628797952,False,,0,,,,,,,,"[{'screen_name': 'yawn_rong', 'name': 'Yawn Rong', 'id': '911125878783934464'}]",,,,
1594720029173764097,1594720029173764097,2022-11-21 16:50:58 CET,2022-11-21,16:50:58,+0100,1585827893967716352,edmundlaukm,Edmund Lau,,"My family and I are dreaming of visiting Andalucia, Spain one day. :)",en,[],[],[],0,0,1,[],[],https://twitter.com/EdmundLauKM/status/1594720029173764097,False,https://twitter.com/_LOVELYSPAIN_/status/1594634530786344960,0,,,,,,,,[],,,,
1594720026833326080,1594605615644835840,2022-11-21 16:50:57 CET,2022-11-21,16:50:57,+0100,929023445903577088,craigspain2,CRAIG קרייג👻 Spiritualist Medium 💖🌱Ⓥ🇮🇱🇬🇧,,"@MicheleCruicks1 @nixieblue17 Shauva Tova dearest friend 👋☕😊💖🙏🏻🌻😊✨✨⚽ Sending Love, Light and a few giggles ✨  https://t.co/2QYKp5t33w",en,[],[],['https://pbs.twimg.com/media/FiGVaceXoAAL8LC.jpg'],0,0,0,[],[],https://twitter.com/CraigSPAIN2/status/1594720026833326080,False,,1,https://pbs.twimg.com/media/FiGVaceXoAAL8LC.jpg,,,,,,,"[{'screen_name': 'MicheleCruicks1', 'name': 'Michele Cruickshank 💙', 'id': '872159202441125889'}, {'screen_name': 'nixieblue17', 'name': 'Nixie ✨', 'id': '882310534930059268'}]",,,,
